,Homeowner,Number_of_Children,Income,Gender,Wealth,Avg_Home_Value,Median_Family_Income,Average_Family_Income,Number_of_Promotions,Lifetime_Gifts_TD,Max_Gifts_TD,Recent_Gift,Months_Since_Last_Donation,Timelag,Avg_Gift,Donor,Donation_Amt,Percent_Donation
2517,0,1,1,1,5,2938,455,517,37,71.0,11.0,10.0,29,4,8.875,1,50.0,9.671179883945841
2518,1,1,4,0,5,805,399,461,80,100.75,5.0,3.0,28,13,2.583333333,1,3.0,0.6507592190889371
2521,0,1,4,1,8,1013,318,372,24,28.0,10.0,8.0,29,4,7.0,1,7.0,1.881720430107527
2522,1,1,4,1,2,621,215,242,81,282.0,25.0,24.0,28,3,14.1,1,25.0,10.330578512396695
2523,0,1,5,0,5,409,315,386,63,68.0,6.0,5.0,30,14,4.0,1,10.0,2.5906735751295336
2524,1,1,3,0,8,438,323,360,78,223.0,15.0,12.0,28,14,9.695652174,1,15.0,4.166666666666666
2528,1,1,5,0,8,1086,475,530,55,124.0,21.0,17.0,34,16,13.77777778,1,25.0,4.716981132075472
2529,0,1,5,0,8,906,444,502,59,75.0,7.0,7.0,30,7,4.6875,1,5.0,0.9960159362549801
2535,1,1,3,1,4,870,299,346,41,61.0,20.0,15.0,29,11,12.2,1,10.0,2.8901734104046244
2540,0,1,7,1,7,801,338,427,56,109.0,11.0,10.0,31,9,6.4117647060000005,1,7.0,1.639344262295082
2543,1,1,4,1,8,422,192,256,69,61.0,6.0,6.0,31,14,3.210526316,1,3.0,1.171875
2544,1,1,5,0,8,1518,585,572,25,65.0,20.0,20.0,30,4,13.0,1,15.0,2.6223776223776225
2547,1,1,2,0,4,526,184,246,51,71.0,7.0,7.0,19,5,5.916666667,1,8.0,3.2520325203252036
2548,1,1,6,0,1,521,259,291,77,199.0,15.0,12.0,34,5,9.95,1,10.0,3.436426116838488
2549,1,1,2,1,8,1062,382,478,35,49.0,8.0,6.0,30,3,4.9,1,5.0,1.0460251046025104
2551,1,1,4,1,8,569,315,329,40,130.0,20.0,10.0,36,2,13.0,1,14.0,4.25531914893617
2554,1,1,2,0,8,852,441,469,63,64.0,10.0,10.0,31,14,4.266666667,1,10.0,2.1321961620469083
2555,1,1,6,0,8,2823,643,728,24,35.0,15.0,15.0,34,5,11.66666667,1,10.0,1.3736263736263736
2557,1,1,5,1,1,371,234,295,47,55.0,10.0,7.0,31,16,6.1111111110000005,1,9.0,3.050847457627119
2558,0,1,1,0,6,4127,701,797,66,188.0,15.0,10.0,31,4,10.44444444,1,10.0,1.2547051442910917
2560,1,1,4,1,4,940,355,384,42,57.0,15.0,15.0,31,19,9.5,1,13.0,3.3854166666666665
2561,1,1,2,0,6,441,340,381,58,67.0,7.0,5.0,31,4,4.785714286,1,20.0,5.2493438320209975
2562,1,1,2,0,1,455,194,215,69,94.0,10.0,3.0,28,20,3.357142857,1,5.0,2.3255813953488373
2564,0,1,1,1,3,2356,318,376,78,265.0,20.0,20.0,31,3,10.6,1,10.0,2.6595744680851063
2565,1,1,1,1,8,626,383,404,64,111.0,7.0,4.0,31,5,4.826086957,1,5.0,1.2376237623762376
2570,0,1,2,1,8,3206,430,523,26,33.0,11.0,10.0,34,7,8.25,1,20.0,3.824091778202677
2573,1,1,2,1,9,452,234,243,62,113.0,15.0,12.0,33,3,10.27272727,1,13.0,5.349794238683128
2575,1,1,3,0,1,561,296,369,89,121.0,10.0,10.0,28,3,6.368421053,1,10.0,2.710027100271003
2577,1,1,5,0,8,673,297,321,30,90.0,35.0,35.0,35,9,30.0,1,50.0,15.57632398753894
2578,1,1,4,1,8,4978,664,770,24,26.0,16.0,16.0,36,11,13.0,1,16.0,2.0779220779220777
2581,1,1,4,0,8,643,355,384,43,118.0,20.0,10.0,18,3,13.11111111,1,13.0,3.3854166666666665
2582,0,1,3,1,8,477,208,269,42,61.0,10.0,10.0,30,9,7.625,1,9.0,3.3457249070631967
2583,1,1,4,1,5,1622,370,465,70,99.0,7.0,6.0,31,15,4.95,1,4.0,0.8602150537634409
2585,0,1,4,1,8,1306,449,460,55,110.0,15.0,10.0,28,19,9.166666667000001,1,11.0,2.391304347826087
2586,1,1,4,1,2,430,279,315,77,143.0,15.0,0.0,24,6,9.533333333,1,10.0,3.1746031746031744
2587,0,1,2,1,8,612,415,399,58,84.0,6.0,6.0,35,5,5.25,1,6.0,1.5037593984962405
2588,1,1,4,1,7,534,286,356,59,184.0,11.0,9.0,31,4,7.076923077000001,1,5.0,1.4044943820224718
2591,1,1,4,1,8,0,0,0,46,66.0,20.0,10.0,28,3,6.0,1,1.0,inf
2594,0,1,3,1,1,1567,342,464,34,55.0,5.0,5.0,29,14,5.0,1,5.0,1.0775862068965518
2603,1,1,2,1,8,502,388,463,16,26.0,16.0,16.0,28,8,13.0,1,20.0,4.319654427645788
2604,1,1,5,1,8,1244,649,700,54,73.0,7.0,7.0,30,12,5.214285714,1,5.0,0.7142857142857143
2605,1,1,5,0,8,1209,490,564,15,20.0,20.0,20.0,37,5,20.0,1,10.0,1.773049645390071
2606,1,1,5,0,9,4023,821,872,67,64.0,15.0,15.0,37,7,6.4,1,15.0,1.7201834862385321
2608,1,1,3,1,8,303,240,281,30,35.0,10.0,10.0,31,8,7.0,1,7.0,2.491103202846975
2609,1,1,6,0,8,675,311,338,24,26.0,10.0,8.0,31,6,6.5,1,10.0,2.9585798816568047
2611,1,1,2,1,3,330,288,316,50,106.0,6.0,5.0,29,3,4.608695652,1,5.0,1.5822784810126582
2613,0,1,5,0,2,1071,327,380,50,173.0,25.0,10.0,31,4,13.30769231,1,12.0,3.1578947368421053
2614,1,1,3,0,8,1156,322,386,18,25.0,25.0,25.0,37,5,25.0,1,25.0,6.476683937823833
2615,0,1,3,1,8,985,459,513,26,66.0,13.0,9.0,30,2,8.25,1,8.0,1.5594541910331383
2617,1,1,5,1,0,740,194,252,41,62.0,11.0,11.0,32,11,8.857142857000001,1,10.0,3.968253968253968
2621,1,1,4,1,8,1076,257,289,27,47.0,15.0,15.0,37,0,6.714285714,1,10.0,3.4602076124567476
2622,1,1,5,1,8,1758,490,671,26,29.0,5.0,4.0,31,3,4.1428571430000005,1,4.0,0.5961251862891207
2624,1,1,4,1,8,2628,417,444,21,25.0,20.0,20.0,29,8,12.5,1,9.0,2.027027027027027
2625,1,1,4,1,8,704,311,351,37,88.0,9.0,5.0,17,6,6.285714286,1,7.0,1.9943019943019942
2626,0,1,2,1,8,622,283,315,24,33.0,10.0,10.0,29,2,6.6,1,5.0,1.5873015873015872
2627,1,1,4,1,8,1934,353,381,15,20.0,20.0,20.0,37,5,20.0,1,20.0,5.2493438320209975
2629,1,1,4,1,8,2478,561,610,25,65.0,25.0,25.0,35,4,21.66666667,1,10.0,1.639344262295082
2630,1,1,1,1,3,1126,451,472,121,273.0,17.0,16.0,28,8,10.5,1,32.0,6.779661016949152
2631,1,1,5,1,7,1025,386,435,74,173.0,21.0,21.0,28,12,11.53333333,1,20.0,4.597701149425287
2632,0,1,3,1,8,1005,412,476,88,384.0,12.0,8.0,17,6,7.836734694,1,7.0,1.4705882352941175
2634,0,1,1,0,7,708,249,303,61,150.0,16.0,16.0,31,13,11.53846154,1,14.0,4.62046204620462
2636,1,1,4,1,8,2463,584,617,30,60.0,9.0,6.0,30,1,6.666666667,1,10.0,1.6207455429497568
2637,1,1,2,0,8,1801,405,466,23,55.0,15.0,15.0,29,6,13.75,1,15.0,3.2188841201716736
2639,1,1,6,1,8,957,442,537,51,133.0,17.0,14.0,31,3,13.3,1,15.0,2.793296089385475
2649,1,1,5,0,4,615,323,323,55,149.0,15.0,10.0,32,3,10.64285714,1,12.0,3.7151702786377707
2651,1,1,3,1,8,449,360,373,31,50.0,5.0,5.0,29,3,4.545454546,1,4.0,1.0723860589812333
2653,0,1,1,0,8,319,232,267,30,87.0,15.0,9.0,31,5,7.909090909,1,8.0,2.9962546816479403
2654,1,1,7,1,6,653,453,487,57,161.0,22.0,22.0,31,6,11.5,1,10.0,2.0533880903490758
2656,1,1,3,1,8,346,206,209,30,53.0,13.0,11.0,32,4,8.833333332999999,1,13.0,6.220095693779904
2658,1,1,7,0,9,4019,1158,1108,65,75.0,10.0,5.0,30,12,5.3571428569999995,1,5.0,0.45126353790613716
2661,1,1,2,1,4,392,220,280,70,67.0,10.0,10.0,31,8,3.52631579,1,5.0,1.7857142857142856
2667,1,1,4,1,5,858,314,372,68,199.0,10.0,7.0,35,3,6.21875,1,9.0,2.4193548387096775
2670,1,1,3,1,8,1397,528,606,57,71.0,10.0,7.0,33,6,7.1,1,20.0,3.3003300330033
2672,0,1,1,0,8,394,186,222,46,38.0,5.0,5.0,30,2,3.166666667,1,3.0,1.3513513513513513
2676,1,1,4,0,8,1082,513,528,60,91.0,10.0,10.0,31,7,7.583333333,1,10.0,1.893939393939394
2678,0,1,2,1,8,1519,359,408,26,38.0,10.0,8.0,28,1,6.333333333,1,11.0,2.696078431372549
2680,1,1,3,1,8,880,401,417,55,53.0,6.0,4.0,30,5,4.076923077,1,4.0,0.9592326139088728
2682,1,1,5,0,8,1037,531,546,66,145.0,25.0,10.0,35,6,9.666666667000001,1,10.0,1.8315018315018317
2683,1,1,5,0,8,278,252,297,15,15.0,15.0,15.0,37,5,15.0,1,10.0,3.3670033670033668
2684,0,1,4,0,5,642,283,323,50,65.0,20.0,20.0,29,13,10.83333333,1,15.0,4.643962848297214
2685,1,1,4,0,8,432,200,252,39,67.0,10.0,7.0,29,8,5.583333333,1,5.0,1.984126984126984
2686,0,1,3,1,6,644,331,364,103,173.0,8.0,5.0,17,2,5.0882352939999995,1,5.0,1.3736263736263736
2688,0,1,3,1,8,1562,555,548,33,50.0,5.0,4.0,32,1,4.166666667,1,4.0,0.7299270072992701
2689,1,1,4,0,8,1369,329,355,22,27.0,11.0,11.0,31,3,6.75,1,9.0,2.535211267605634
2690,1,1,2,0,4,553,261,301,69,201.0,18.0,14.0,35,5,11.82352941,1,15.0,4.983388704318937
2693,1,1,5,1,8,2083,296,356,40,57.0,10.0,10.0,30,9,7.125,1,5.0,1.4044943820224718
2694,1,1,1,1,8,705,238,383,20,20.0,15.0,15.0,37,5,10.0,1,17.0,4.43864229765013
2697,1,1,5,0,8,2322,302,322,26,50.0,25.0,25.0,36,5,25.0,1,25.0,7.763975155279502
2703,1,1,4,1,8,782,460,453,54,111.0,20.0,20.0,28,4,12.33333333,1,20.0,4.415011037527594
2704,1,1,7,1,8,1497,524,652,15,20.0,20.0,20.0,37,5,20.0,1,20.0,3.067484662576687
2705,1,1,4,1,5,694,365,375,141,201.0,8.0,8.0,17,6,3.589285714,1,12.0,3.2
2709,1,1,2,0,8,439,259,286,62,59.0,6.0,4.0,29,3,3.6875,1,5.0,1.7482517482517483
2710,1,1,4,1,5,1330,547,648,44,49.0,5.0,4.0,31,1,3.5,1,3.0,0.4629629629629629
2711,1,1,5,1,1,772,235,300,71,186.0,25.0,10.0,36,9,13.28571429,1,20.0,6.666666666666667
2712,0,1,2,1,6,1488,401,476,58,87.0,12.0,12.0,31,2,7.25,1,15.0,3.1512605042016806
2713,1,1,2,1,1,389,226,283,65,129.0,12.0,12.0,37,9,9.214285713999999,1,12.0,4.240282685512367
2717,1,1,4,0,9,5672,1500,1150,35,150.0,50.0,50.0,37,0,50.0,1,50.0,4.3478260869565215
2718,1,1,4,1,8,1419,392,411,45,64.0,11.0,0.0,20,1,5.818181817999999,1,10.0,2.4330900243309004
2719,1,1,7,1,8,443,259,295,24,31.0,7.0,7.0,28,4,6.2,1,10.0,3.389830508474576
2720,0,1,5,1,7,1099,312,396,72,158.0,11.0,5.0,18,14,7.9,1,8.0,2.0202020202020203
2721,1,1,4,1,8,1084,352,430,55,104.0,11.0,5.0,28,3,6.117647058999999,1,5.0,1.1627906976744187
2722,1,1,6,0,7,969,547,592,60,147.0,25.0,25.0,37,6,14.7,1,25.0,4.222972972972973
2724,1,1,4,1,8,1701,406,408,40,85.0,10.0,10.0,31,3,6.071428571,1,6.0,1.4705882352941175
2725,1,1,4,0,8,913,377,404,52,138.0,15.0,5.0,17,10,7.666666667,1,5.0,1.2376237623762376
2726,0,1,2,0,8,649,380,398,25,33.0,12.0,3.0,37,2,6.6,1,6.0,1.507537688442211
2728,1,1,5,1,5,518,319,373,62,78.0,15.0,15.0,36,4,8.666666667000001,1,10.0,2.680965147453083
2733,1,1,5,1,8,353,248,269,25,39.0,11.0,8.0,31,6,7.8,1,8.0,2.973977695167286
2736,1,1,2,0,1,526,226,294,50,163.0,15.0,15.0,28,10,12.53846154,1,15.0,5.1020408163265305
2737,1,1,6,0,4,760,222,271,58,122.0,20.0,10.0,33,13,12.2,1,20.0,7.380073800738007
2738,1,1,5,1,6,1954,488,533,64,128.0,24.0,15.0,31,8,12.8,1,10.0,1.876172607879925
2739,1,1,4,0,8,837,534,567,66,80.0,10.0,7.0,20,8,5.333333333,1,5.0,0.8818342151675485
2740,1,1,3,0,4,270,238,272,74,82.0,5.0,3.0,21,3,3.727272727,1,5.0,1.8382352941176472
2743,0,1,4,1,8,735,342,388,35,40.0,10.0,10.0,31,9,6.666666667,1,6.0,1.5463917525773196
2748,1,1,5,0,4,529,318,346,78,385.0,20.0,11.0,33,2,13.27586207,1,11.0,3.1791907514450863
2751,1,1,4,1,8,1412,407,386,24,51.0,12.0,11.0,30,3,10.2,1,10.0,2.5906735751295336
2752,0,1,1,1,8,630,306,328,27,69.0,12.0,12.0,29,4,9.857142857000001,1,10.0,3.048780487804878
2753,1,1,6,1,8,712,304,291,68,150.0,13.0,8.0,17,2,7.5,1,8.0,2.7491408934707904
2754,0,1,4,1,8,432,240,284,23,28.0,10.0,10.0,29,4,7.0,1,10.0,3.5211267605633805
2755,1,1,5,1,8,631,407,457,31,33.0,10.0,3.0,34,6,4.714285714,1,20.0,4.3763676148796495
2756,1,1,4,1,7,1508,420,476,52,98.0,10.0,10.0,31,4,6.533333333,1,14.0,2.941176470588235
2757,0,1,5,0,8,1061,505,525,21,36.0,10.0,8.0,29,2,7.2,1,10.0,1.9047619047619049
2760,1,1,4,1,7,815,416,476,63,220.0,20.0,10.0,32,9,12.22222222,1,19.0,3.9915966386554618
2761,1,1,7,1,8,881,422,527,59,64.04,13.0,13.0,37,15,5.821818182,1,12.0,2.2770398481973433
2763,1,1,5,1,8,460,229,267,28,36.0,16.0,16.0,35,9,12.0,1,15.0,5.617977528089887
2772,1,1,5,1,8,772,505,544,26,39.0,10.0,9.0,31,4,7.8,1,11.0,2.0220588235294117
2773,1,1,5,1,3,439,220,276,76,206.0,15.0,15.0,30,6,11.44444444,1,20.0,7.246376811594203
2774,1,1,5,0,9,807,523,550,79,292.0,25.0,24.0,36,3,13.27272727,1,100.0,18.181818181818183
2776,1,1,7,1,8,5926,1500,1331,26,111.0,26.0,26.0,29,2,22.2,1,25.0,1.8782870022539442
2778,1,1,4,1,7,625,444,439,79,156.0,20.0,20.0,19,1,5.2,1,7.0,1.5945330296127564
2780,1,1,7,1,9,1326,717,772,48,63.0,20.0,15.0,37,3,9.0,1,19.0,2.461139896373057
2781,0,1,3,1,5,659,403,409,88,189.0,10.0,10.0,19,10,8.217391304,1,8.0,1.9559902200488997
2784,0,1,4,1,2,381,222,269,54,90.0,20.0,20.0,37,16,15.0,1,20.0,7.434944237918216
2785,1,1,5,1,6,750,393,442,49,210.0,10.0,10.0,32,3,8.4,1,10.0,2.262443438914027
2786,1,1,4,1,8,2374,533,574,39,80.0,10.0,5.0,29,2,5.714285714,1,6.0,1.0452961672473868
2788,1,1,6,0,8,406,225,254,22,26.0,16.0,16.0,37,5,13.0,1,16.0,6.299212598425196
2792,1,1,2,1,8,880,264,318,74,112.0,11.0,10.0,31,9,6.222222222,1,5.0,1.5723270440251573
2794,1,1,5,1,8,2917,514,547,23,27.0,15.0,9.0,32,6,9.0,1,15.0,2.742230347349177
2795,1,1,2,1,8,690,215,262,36,69.5,15.0,10.0,28,10,8.6875,1,10.0,3.816793893129771
2796,1,1,4,1,8,557,381,323,109,601.0,25.0,16.0,36,14,13.65909091,1,22.0,6.811145510835913
2799,1,1,3,1,8,473,283,319,30,29.0,11.0,10.0,32,15,7.25,1,10.0,3.1347962382445136
2803,0,1,3,1,8,680,290,335,21,34.0,7.0,3.0,28,3,4.8571428569999995,1,6.0,1.791044776119403
2804,1,1,4,1,3,912,303,410,47,77.0,7.0,7.0,30,6,5.133333333,1,6.0,1.4634146341463417
2809,1,1,6,1,8,995,465,495,15,15.0,15.0,15.0,37,5,15.0,1,25.0,5.05050505050505
2815,1,1,5,0,8,3604,626,664,35,76.0,25.0,25.0,31,11,15.2,1,20.0,3.0120481927710845
2818,1,1,4,1,8,5888,1496,1273,63,112.0,20.0,11.0,19,3,10.18181818,1,15.0,1.178318931657502
2820,1,1,1,1,8,300,250,317,36,47.0,10.0,10.0,30,4,5.875,1,7.0,2.2082018927444795
2822,1,1,5,0,8,1501,373,447,25,42.0,12.0,12.0,34,2,10.5,1,10.0,2.237136465324385
2823,0,1,3,1,2,927,239,278,71,142.0,11.0,5.0,30,3,8.352941177,1,10.0,3.597122302158273
2824,1,1,4,0,8,1089,285,378,71,160.0,10.0,10.0,29,5,8.0,1,10.0,2.6455026455026456
2826,1,1,7,0,8,1758,599,642,62,133.0,9.0,8.0,28,2,7.3888888889999995,1,8.0,1.2461059190031152
2828,1,1,4,0,8,1805,477,565,26,63.0,15.0,15.0,28,1,7.875,1,15.0,2.6548672566371683
2829,1,1,4,0,8,313,251,314,19,30.0,10.0,10.0,28,4,10.0,1,10.0,3.1847133757961785
2831,0,1,2,1,8,1263,386,403,20,25.0,10.0,10.0,31,3,8.333333332999999,1,8.0,1.9851116625310175
2832,0,1,4,0,6,921,430,484,105,374.0,16.0,12.0,18,5,11.33333333,1,11.0,2.272727272727273
2833,1,1,4,1,5,2001,412,450,107,314.0,20.0,20.0,17,15,13.65217391,1,20.0,4.444444444444445
2834,1,1,5,1,8,1348,448,536,107,310.0,17.0,14.0,34,5,9.6875,1,40.0,7.462686567164178
2835,1,1,2,1,1,1593,298,320,76,307.0,13.0,10.0,35,1,9.303030303,1,11.0,3.4375000000000004
2837,1,1,6,1,8,4292,704,738,25,38.0,7.0,7.0,30,7,5.428571429,1,5.0,0.6775067750677507
2839,1,1,4,1,8,918,483,540,38,68.0,10.0,5.0,30,4,7.555555556,1,10.0,1.8518518518518516
2842,0,1,3,1,8,565,256,302,53,55.0,10.0,10.0,34,12,4.583333333,1,7.0,2.3178807947019866
2844,1,1,4,1,8,744,406,446,76,181.0,12.0,10.0,29,10,8.227272727,1,10.0,2.242152466367713
2846,0,1,6,1,5,676,358,368,37,63.0,25.0,25.0,31,9,12.6,1,30.0,8.152173913043478
2847,1,1,5,0,8,998,363,453,63,94.0,11.0,5.0,29,2,6.714285714,1,6.0,1.3245033112582782
2850,1,1,5,1,2,594,232,274,58,102.0,20.0,20.0,31,15,14.57142857,1,20.0,7.2992700729927
2851,1,1,5,1,8,998,578,545,21,30.0,10.0,5.0,28,6,7.5,1,10.0,1.834862385321101
2852,1,1,4,1,2,1100,263,342,36,98.0,10.0,4.0,28,2,4.454545455,1,10.0,2.923976608187134
2855,1,1,5,1,8,2464,568,617,55,90.0,10.0,10.0,35,4,6.923076922999999,1,15.0,2.4311183144246353
2857,1,1,5,0,6,1039,422,471,57,109.0,10.0,8.0,28,11,6.055555556,1,5.0,1.0615711252653928
2858,1,1,7,1,8,2228,589,640,69,81.0,8.0,4.0,30,4,4.7647058819999994,1,7.0,1.09375
2859,1,1,5,0,8,1167,515,571,48,73.0,12.0,12.0,33,8,8.111111111,1,14.0,2.4518388791593697
2860,0,1,3,1,8,752,348,381,24,44.0,25.0,25.0,31,6,11.0,1,25.0,6.561679790026247
2861,1,1,4,1,7,954,234,263,33,232.0,30.0,30.0,29,4,21.09090909,1,10.0,3.802281368821293
2865,0,1,2,1,4,514,268,302,97,216.0,16.0,11.0,30,3,9.0,1,12.0,3.9735099337748347
2872,1,1,7,1,9,5432,1068,996,56,250.0,100.0,100.0,32,0,62.5,1,100.0,10.040160642570282
2873,1,1,4,0,8,956,494,529,38,80.0,15.0,10.0,35,8,7.272727272999999,1,12.0,2.2684310018903595
2877,1,1,5,0,0,613,163,193,32,76.0,12.0,10.0,28,3,6.909090909,1,8.0,4.145077720207254
2878,0,1,1,0,6,624,333,378,83,228.0,9.0,6.0,31,5,5.56097561,1,7.0,1.8518518518518516
2879,1,1,2,0,4,794,355,382,71,125.0,10.0,10.0,37,10,6.578947368,1,10.0,2.6178010471204187
2880,1,1,4,1,8,1663,419,508,71,110.0,11.0,11.0,28,29,6.875,1,10.0,1.968503937007874
2884,0,1,2,1,8,479,296,295,60,68.0,7.0,3.0,29,0,4.25,1,4.0,1.3559322033898304
2885,1,1,5,1,5,2179,425,487,51,68.0,6.0,5.0,30,20,3.777777778,1,4.0,0.8213552361396305
2886,1,1,6,1,8,608,242,272,24,28.0,7.0,6.0,29,6,5.6,1,5.0,1.8382352941176472
2887,1,1,7,1,8,4562,608,685,58,177.0,25.0,20.0,37,13,14.75,1,10.0,1.4598540145985401
2888,1,1,5,1,8,770,271,356,25,40.0,20.0,15.0,29,8,13.33333333,1,23.0,6.460674157303371
2889,1,1,6,0,8,1265,423,459,23,30.0,25.0,25.0,33,3,15.0,1,15.0,3.2679738562091507
2890,1,1,1,1,8,899,485,493,24,29.0,15.0,15.0,29,7,9.666666667000001,1,16.0,3.2454361054766734
2896,1,1,5,1,3,662,287,325,54,109.0,20.0,20.0,29,5,10.9,1,10.0,3.076923076923077
2897,0,1,5,0,8,441,337,372,29,35.0,15.0,15.0,31,10,11.66666667,1,10.0,2.6881720430107525
2900,0,1,7,0,8,460,208,258,20,77.0,27.0,25.0,29,5,25.66666667,1,25.0,9.689922480620156
2902,1,1,4,0,8,502,240,264,29,48.0,15.0,5.0,30,15,8.0,1,10.0,3.787878787878788
2903,1,1,7,0,7,1153,398,452,59,61.0,6.0,4.0,25,2,4.066666667,1,4.0,0.8849557522123894
2904,1,1,1,0,1,554,349,387,66,69.5,8.0,8.0,30,3,4.964285714,1,5.0,1.2919896640826873
2907,1,1,5,0,2,795,437,451,72,112.0,12.0,5.0,30,4,6.5882352939999995,1,5.0,1.1086474501108647
2908,0,1,2,0,4,738,254,285,96,477.0,30.0,30.0,19,25,19.875,1,27.0,9.473684210526317
2909,1,1,4,1,6,1288,385,464,56,129.0,21.0,21.0,31,13,12.9,1,25.0,5.387931034482758
2910,1,1,2,0,8,379,239,303,21,30.0,15.0,15.0,32,5,15.0,1,15.0,4.9504950495049505
2912,1,1,2,0,2,802,392,439,60,190.0,35.0,20.0,31,8,27.14285714,1,15.0,3.416856492027335
2913,1,1,6,0,9,2377,530,667,44,43.0,10.0,10.0,29,1,5.375,1,6.0,0.8995502248875562
2919,1,1,4,0,8,693,308,337,16,15.0,15.0,15.0,36,5,15.0,1,15.0,4.451038575667656
2920,1,1,4,1,3,467,274,349,73,316.0,30.0,25.0,28,17,21.06666667,1,26.0,7.4498567335243555
2921,0,1,1,0,4,507,315,330,58,128.0,17.0,15.0,30,15,14.22222222,1,17.0,5.151515151515151
2924,0,1,6,1,8,4508,1122,1013,70,259.0,15.0,15.0,30,6,9.961538462,1,13.0,1.2833168805528135
2928,1,1,3,1,3,441,322,365,60,110.0,15.0,13.0,36,7,10.0,1,15.0,4.10958904109589
2930,0,1,2,0,4,683,415,459,50,68.0,10.0,3.0,31,7,3.578947368,1,5.0,1.0893246187363834
2932,1,1,4,1,9,0,664,725,39,82.0,8.0,6.0,28,4,5.466666667,1,6.0,0.8275862068965517
2937,1,1,6,1,4,855,332,408,67,298.0,50.0,50.0,31,4,17.52941177,1,26.0,6.372549019607843
2941,1,1,4,1,8,3507,929,971,22,32.0,12.0,12.0,32,1,10.66666667,1,16.0,1.6477857878475797
2943,1,1,4,1,8,529,303,427,21,39.0,8.0,8.0,29,14,5.571428571,1,8.0,1.873536299765808
2946,1,1,5,1,8,1501,419,538,48,54.0,15.0,15.0,30,7,9.0,1,15.0,2.7881040892193307
2951,1,1,2,1,8,982,443,438,45,56.0,8.0,8.0,29,3,4.666666667,1,6.0,1.36986301369863
2954,1,1,4,1,8,1197,514,557,20,30.0,20.0,20.0,31,6,15.0,1,20.0,3.5906642728904847
2956,1,1,5,0,8,1096,644,662,24,24.0,10.0,9.0,29,5,8.0,1,10.0,1.5105740181268883
2959,0,1,5,1,8,868,519,511,60,162.0,30.0,30.0,31,7,20.25,1,27.0,5.283757338551859
2960,0,1,5,1,9,1227,512,579,55,201.0,20.0,15.0,37,24,13.4,1,17.0,2.936096718480138
2963,1,1,5,1,8,937,298,313,30,45.0,10.0,5.0,29,3,6.428571429,1,5.0,1.5974440894568689
2964,1,1,3,1,3,852,288,324,78,175.0,7.0,5.0,32,7,5.0,1,5.0,1.5432098765432098
2967,1,1,4,0,8,700,394,438,61,132.0,10.0,10.0,30,6,5.739130435,1,13.0,2.968036529680365
2968,1,1,5,0,2,562,186,245,53,108.0,6.0,5.0,35,3,4.909090909,1,5.0,2.0408163265306123
2969,1,1,3,0,3,841,323,414,43,99.0,34.0,17.0,34,31,14.14285714,1,10.0,2.4154589371980677
2970,1,1,4,1,8,802,448,498,26,30.0,10.0,10.0,30,5,7.5,1,10.0,2.0080321285140563
2971,1,1,2,0,7,883,420,454,63,162.0,15.0,14.0,29,2,10.125,1,16.0,3.524229074889868
2972,1,1,5,1,2,600,266,317,50,59.0,15.0,15.0,37,11,11.8,1,17.0,5.3627760252365935
2974,0,1,4,0,1,551,248,294,77,115.0,9.0,9.0,31,5,2.674418605,1,3.0,1.0204081632653061
2975,1,1,1,0,9,918,483,528,66,93.0,9.0,5.0,32,2,3.72,1,5.0,0.946969696969697
2976,1,1,7,1,6,877,396,507,76,238.0,15.0,15.0,37,13,10.81818182,1,15.0,2.9585798816568047
2978,1,1,4,1,9,1144,550,584,53,92.0,20.0,20.0,37,10,15.33333333,1,20.0,3.4246575342465753
2982,1,1,4,0,6,760,349,396,37,56.0,10.0,10.0,36,4,8.0,1,10.0,2.525252525252525
2984,0,1,2,1,4,924,358,384,39,107.0,15.0,15.0,28,1,5.944444444,1,10.0,2.604166666666667
2985,1,1,4,1,8,775,359,420,55,50.0,5.0,5.0,29,12,5.0,1,5.0,1.1904761904761905
2986,0,1,2,1,8,691,244,279,45,58.0,7.0,7.0,30,9,4.833333333,1,6.0,2.1505376344086025
2987,1,1,6,1,9,3635,682,729,66,178.0,23.0,23.0,37,3,13.69230769,1,36.0,4.938271604938271
2989,1,1,5,1,8,843,429,473,81,175.0,10.0,6.0,28,6,4.069767442,1,5.0,1.0570824524312896
2991,1,1,1,1,2,381,222,269,47,75.0,25.0,10.0,20,9,12.5,1,10.0,3.717472118959108
2993,1,1,1,0,8,2540,270,332,51,35.0,5.0,3.0,30,3,2.916666667,1,3.0,0.9036144578313252
2995,1,1,4,1,5,3011,307,384,56,103.0,15.0,5.0,30,4,7.923076922999999,1,10.0,2.604166666666667
3000,0,1,3,1,6,744,291,348,69,150.0,10.0,9.0,34,10,7.894736842,1,5.0,1.4367816091954022
3002,1,1,4,0,8,2175,185,313,27,30.0,15.0,15.0,37,12,15.0,1,15.0,4.792332268370607
3003,1,1,1,0,8,1076,484,464,75,125.0,10.0,7.0,29,12,6.25,1,6.0,1.293103448275862
3004,0,1,2,0,8,1000,403,438,64,72.0,9.0,3.0,22,44,5.1428571430000005,1,5.0,1.141552511415525
3008,1,1,4,1,8,1217,348,379,34,45.0,15.0,8.0,35,6,7.5,1,5.0,1.3192612137203166
3011,1,1,5,1,8,727,386,407,76,211.0,21.0,10.0,31,8,13.1875,1,15.0,3.6855036855036856
